Recency,Frequency,Monetary,Cluster,Customer_ID
369,4,4004,4,39180
188,4,3357,0,39181
324,4,1996,0,39182
251,6,2728,1,39183
44,5,3753,1,39184
428,3,1600,0,39185
348,3,2301,0,39186
124,3,1943,0,39187
71,5,3155,1,39188
757,2,548,3,39189
9,8,8867,2,39190
172,4,3605,0,39191
150,4,2913,0,39192
637,5,2947,4,39193
210,6,5488,1,39194
174,6,6564,1,39195
24,5,1721,0,39196
4,5,4134,1,39197
307,4,2044,0,39198
194,6,6413,1,39199
306,7,5643,1,39200
234,6,5976,1,39201
183,6,2905,1,39202
917,2,568,3,39203
125,5,3538,1,39204
46,3,3316,0,39205
30,7,6777,2,39206
325,7,5000,1,39207
411,3,2986,4,39208
135,7,6718,2,39209
68,2,648,0,39210
2,5,6399,1,39211
98,3,3649,0,39212
247,5,3908,1,39213
119,4,1792,0,39214
290,4,3028,0,39215
125,4,4052,1,39216
255,5,3963,1,39217
533,6,2387,4,39218
36,5,3402,1,39219
88,4,4739,1,39220
65,8,6940,2,39221
46,9,9515,2,39222
294,7,6454,2,39223
141,4,2417,0,39224
95,2,2776,0,39225
15,10,6603,2,39226
412,4,2635,4,39227
117,4,1804,0,39228
173,7,7267,2,39229
405,3,2436,0,39230
251,4,3379,0,39231
120,5,5492,1,39232
52,10,10043,2,39233
353,5,2805,4,39234
431,4,2235,4,39235
253,3,2835,0,39236
212,7,8005,2,39237
66,9,5580,2,39238
223,3,782,0,39239
413,3,1370,0,39240
31,5,5197,1,39241
850,4,1418,3,39242
450,2,820,0,39243
371,6,3851,4,39244
9,9,5771,2,39245
22,5,3043,1,39246
317,4,1876,0,39247
93,5,1741,0,39248
14,7,2130,1,39249
70,3,4429,0,39250
242,5,4511,1,39251
128,5,3474,1,39252
375,5,4933,4,39253
68,8,5647,2,39254
52,5,4391,1,39255
558,1,1565,3,39256
475,2,2379,3,39257
40,9,6802,2,39258
171,2,603,0,39259
480,5,4116,4,39260
131,4,3097,0,39261
147,5,4302,1,39262
156,7,4976,1,39263
62,9,8295,2,39264
236,2,1188,0,39265
712,3,1191,3,39266
285,5,4959,1,39267
314,6,4301,1,39268
239,3,2020,0,39269
185,3,2772,0,39270
9,3,1755,0,39271
347,5,2275,4,39272
41,6,5829,1,39273
1085,2,367,3,39274
827,3,3098,3,39276
479,2,799,3,39277
76,6,3495,1,39278
25,7,2231,1,39279
348,2,380,0,39280
383,6,2735,4,39281
46,3,2247,0,39282
192,5,4114,1,39283
206,5,3586,1,39284
122,6,5812,1,39285
303,6,4075,1,39286
55,4,4069,1,39287
613,4,3174,4,39288
205,5,4197,1,39289
51,7,5085,1,39290
565,5,4526,4,39291
8,6,4605,1,39292
92,8,4264,1,39293
110,7,3813,1,39294
280,7,4972,1,39295
280,12,8278,2,39296
545,6,4892,4,39297
253,7,7039,2,39298
598,4,5913,4,39299
206,1,163,0,39300
541,3,997,3,39301
139,5,4374,1,39302
353,4,2891,4,39303
75,3,1205,0,39304
102,7,5097,1,39305
35,4,674,0,39306
5,8,6021,2,39307
282,5,4498,1,39308
942,3,2823,3,39309
80,7,6365,2,39310
79,4,3438,0,39311
81,7,6425,2,39312
219,1,540,0,39313
119,2,1311,0,39314
224,9,7708,2,39315
51,7,7077,2,39316
52,6,5791,1,39317
55,4,2922,0,39318
54,7,5782,1,39319
3,8,7495,2,39320
88,6,3753,1,39321
132,10,4153,2,39322
963,1,407,3,39323
534,5,8471,4,39324
33,9,4628,2,39325
3,4,1614,0,39326
250,4,5365,1,39327
199,4,1220,0,39328
196,9,5165,2,39329
49,5,4456,1,39330
334,5,5447,4,39331
1348,1,55,3,39332
216,7,5605,1,39333
289,5,1695,0,39334
522,3,3383,4,39335
133,5,2056,0,39336
283,5,3959,4,39337
223,5,5295,1,39338
738,3,1472,3,39339
356,1,432,0,39340
86,7,7730,2,39341
99,8,6748,2,39342
163,11,9317,2,39343
24,4,4542,1,39344
107,8,8032,2,39345
285,5,2978,4,39346
196,6,6958,2,39347
102,3,2808,0,39348
337,5,2649,4,39349
487,3,1288,3,39350
378,2,2625,0,39351
211,6,4751,1,39352
338,3,3159,0,39353
432,5,4116,4,39354
84,2,2352,0,39355
123,4,4860,1,39356
428,5,3462,4,39357
204,3,1944,0,39358
30,6,3459,1,39359
247,4,3461,0,39360
164,8,5945,2,39361
185,5,4144,1,39362
346,5,6295,4,39363
93,4,4197,1,39364
104,4,3768,0,39365
298,5,5191,1,39366
412,5,2949,4,39367
585,4,1412,3,39368
305,6,4914,1,39369
729,7,1671,4,39370
242,6,4028,1,39371
288,8,4590,1,39372
57,6,5338,1,39373
308,6,2328,4,39374
973,2,2140,3,39375
741,5,3508,4,39376
40,7,4740,1,39377
178,9,8054,2,39378
398,8,10259,2,39379
61,5,2524,0,39380
333,4,2181,0,39381
56,3,3794,0,39382
7,4,3933,1,39383
127,5,4710,1,39384
40,6,5145,1,39385
110,6,5563,1,39386
280,5,4676,1,39387
207,3,1445,0,39388
41,4,4457,1,39389
220,4,2905,0,39390
239,5,3087,1,39391
87,3,2639,0,39392
305,7,4406,1,39393
317,6,1688,4,39394
405,3,2425,0,39395
1285,1,147,3,39396
752,6,3823,4,39397
19,5,4613,1,39398
303,3,2748,0,39399
39,4,3017,0,39400
187,5,5063,1,39401
122,3,2547,0,39402
919,5,4352,3,39403
87,4,1977,0,39404
79,6,2924,1,39405
63,4,3528,0,39406
310,5,1508,0,39407
269,7,5285,1,39408
502,5,5771,4,39409
612,4,4887,4,39410
3,6,5355,1,39411
631,3,4178,4,39412
817,1,2345,3,39413
507,5,3977,4,39414
518,2,966,3,39415
246,5,4088,1,39416
144,4,2831,0,39417
33,5,2624,0,39418
624,2,2528,3,39419
195,4,2781,0,39420
6,7,4871,1,39421
174,7,6012,2,39422
34,6,3614,1,39423
13,8,5573,2,39424
181,3,3223,0,39425
598,4,2384,4,39426
346,7,2280,4,39427
42,8,6811,2,39428
279,6,4172,1,39429
135,1,51,0,39430
202,2,1829,0,39431
352,3,1945,0,39432
661,1,1436,3,39433
169,8,5883,2,39434
528,3,2393,3,39435
174,4,2413,0,39436
405,6,3177,4,39437
391,5,1659,4,39438
996,2,1785,3,39439
159,4,2927,0,39440
344,7,4808,1,39441
34,9,7253,2,39442
526,6,4656,4,39443
147,4,2777,0,39444
264,3,2459,0,39445
16,6,3837,1,39446
144,10,6184,2,39447
278,3,3418,0,39448
185,5,2615,0,39449
56,7,3479,1,39450
337,3,3063,0,39451
188,5,4225,1,39452
182,7,3636,1,39453
604,2,920,3,39454
156,3,5042,1,39455
13,4,3825,1,39456
108,9,9258,2,39457
515,6,3665,4,39458
782,2,901,3,39459
179,10,5624,2,39460
861,2,2440,3,39461
788,2,757,3,39462
183,1,1588,0,39463
291,6,5102,1,39464
436,7,4625,4,39465
729,2,1003,3,39466
443,4,1877,4,39467
115,6,6537,1,39468
121,5,3319,1,39469
35,4,1111,0,39470
1061,3,2188,3,39471
71,6,4289,1,39472
263,4,1674,0,39473
87,3,2715,0,39474
255,8,5574,2,39475
29,5,1705,0,39476
65,6,5165,1,39477
288,3,2881,0,39478
62,6,3140,1,39479
36,6,4439,1,39480
630,3,1535,3,39481
271,8,6075,2,39482
13,5,5476,1,39483
241,4,2770,0,39484
265,9,5578,2,39485
55,6,3865,1,39486
108,5,3806,1,39487
255,5,4234,1,39488
88,5,4599,1,39489
283,3,768,0,39490
198,6,5026,1,39491
61,3,2664,0,39492
90,6,5584,1,39493
78,7,4935,1,39494
181,5,5674,1,39495
9,6,6281,1,39496
173,6,4471,1,39497
73,7,2339,1,39498
26,6,7023,2,39499
202,5,2446,0,39500
601,2,1607,3,39501
75,4,3616,0,39502
86,4,4964,1,39503
19,7,6221,2,39504
103,3,3610,0,39505
483,3,2841,4,39506
305,3,2542,0,39507
3,4,2223,0,39508
983,4,1227,3,39509
222,8,9004,2,39510
302,5,5677,1,39511
61,3,2939,0,39512
114,7,5644,1,39513
122,4,5724,1,39514
115,7,5809,1,39515
329,4,2512,0,39516
586,5,3333,4,39517
809,4,3320,3,39518
109,3,1508,0,39519
124,6,5248,1,39520
19,7,3299,1,39521
274,6,3020,1,39522
70,6,3182,1,39523
219,7,6987,2,39524
200,6,5094,1,39525
363,5,3033,4,39526
67,8,6796,2,39527
962,2,1936,3,39528
389,5,3600,4,39529
446,4,4397,4,39530
206,6,4202,1,39532
200,6,3575,1,39533
203,5,4422,1,39534
56,8,10253,2,39535
127,6,5128,1,39536
42,10,6458,2,39537
539,9,5145,2,39538
645,2,1333,3,39539
35,5,2644,1,39540
540,2,1163,3,39541
348,6,5231,4,39542
120,4,3242,0,39543
257,4,5335,1,39544
210,5,2898,0,39545
337,4,4741,4,39546
178,6,2334,1,39547
203,5,5135,1,39548
188,6,4285,1,39549
220,4,1400,0,39550
356,4,3243,4,39551
18,4,4806,1,39552
369,7,9118,2,39553
88,2,1326,0,39554
430,4,3600,4,39555
7,7,6832,2,39556
345,2,2002,0,39557
4,2,1774,0,39558
600,4,2628,4,39559
177,6,3261,1,39560
300,5,4510,4,39561
123,11,6216,2,39562
282,7,2912,1,39563
394,5,8626,2,39564
193,7,3568,1,39565
202,6,3613,1,39566
834,2,2059,3,39567
91,3,852,0,39568
907,3,2704,3,39569
428,2,1473,0,39570
162,6,4695,1,39571
130,5,3980,1,39572
86,7,5699,1,39573
224,3,640,0,39574
19,6,3737,1,39575
63,4,2703,0,39576
362,3,2683,0,39577
30,5,4132,1,39578
122,4,2505,0,39579
50,7,4561,1,39580
717,3,1726,3,39581
196,3,2033,0,39582
252,5,5751,1,39583
10,5,3628,1,39584
2,2,2547,0,39585
286,6,3212,1,39586
346,3,2860,0,39587
902,1,576,3,39588
41,1,978,0,39590
157,3,2997,0,39591
206,5,3375,1,39592
265,3,2426,0,39593
616,5,3067,4,39594
35,3,3443,0,39595
577,5,3158,4,39596
51,6,3332,1,39597
323,5,2668,4,39598
10,6,3693,1,39599
336,3,2111,0,39600
237,6,5317,1,39601
21,7,3946,1,39602
180,7,4880,1,39603
681,5,2026,4,39604
397,3,2038,0,39605
119,8,8623,2,39606
368,6,4325,4,39607
269,5,2793,0,39608
141,8,5519,2,39609
3,9,7286,2,39610
247,5,5063,1,39611
579,5,3891,4,39612
317,3,1110,0,39613
22,5,4507,1,39614
95,7,8263,2,39615
624,1,1552,3,39616
425,6,3224,4,39617
266,3,2622,0,39618
963,1,57,3,39619
190,7,3389,1,39620
197,3,2261,0,39621
198,5,5210,1,39622
225,3,1668,0,39623
211,5,4006,1,39624
303,6,8396,2,39625
555,4,2134,4,39626
169,6,5304,1,39627
101,8,5192,2,39628
335,9,5292,2,39629
86,6,3117,1,39630
272,1,1732,0,39631
111,4,3559,0,39632
102,9,6585,2,39633
268,5,4367,1,39634
191,4,1913,0,39635
302,3,1271,0,39636
87,6,3889,1,39637
6,3,1773,0,39638
138,3,2490,0,39639
202,9,5254,2,39640
87,6,4141,1,39641
27,6,7970,2,39642
476,6,3236,4,39643
25,7,3784,1,39644
253,3,2681,0,39645
59,4,2388,0,39646
107,8,7377,2,39647
80,6,1866,1,39648
163,4,3881,0,39649
114,4,3204,0,39650
453,3,3571,4,39651
128,6,3904,1,39652
654,2,3945,3,39653
255,7,5655,1,39654
777,7,3062,4,39655
133,2,2022,0,39656
39,4,3564,0,39657
533,4,2258,4,39658
763,1,730,3,39659
683,1,2300,3,39660
13,2,2204,0,39662
562,3,1034,3,39663
406,3,877,0,39664
190,2,2049,0,39665
39,7,6808,2,39666
346,5,1426,0,39667
172,2,1044,0,39668
323,5,4256,4,39669
391,8,5255,2,39670
482,2,1219,3,39671
6,4,3881,1,39672
169,5,5057,1,39673
158,5,3087,1,39674
355,3,1936,0,39675
181,6,3595,1,39676
14,10,7527,2,39677
218,4,2696,0,39678
194,10,9771,2,39679
274,1,807,0,39680
114,9,7206,2,39681
444,2,751,0,39682
202,7,6115,2,39683
169,4,4867,1,39684
287,5,4879,1,39685
319,6,3357,4,39686
1224,1,1720,3,39687
415,6,6291,4,39688
138,6,3813,1,39690
242,1,104,0,39691
354,6,4047,4,39692
153,5,3563,1,39693
107,5,4877,1,39694
325,4,3228,4,39695
53,6,3034,1,39696
47,7,1412,1,39697
62,3,3274,0,39698
372,6,7667,2,39699
820,3,493,3,39700
1005,2,1492,3,39701
76,7,6496,2,39702
99,8,3292,1,39703
331,6,4417,4,39704
21,8,6131,2,39705
321,3,1380,0,39706
65,5,3526,1,39707
33,8,4648,1,39708
145,6,5772,1,39709
210,3,2716,0,39710
209,4,3252,0,39711
26,6,4506,1,39712
92,10,11972,2,39713
29,8,3746,1,39714
1014,3,737,3,39715
261,5,3063,4,39716
66,14,13012,2,39717
122,5,4299,1,39718
366,3,1366,0,39719
46,5,6991,1,39720
561,4,3976,4,39721
20,4,3827,1,39722
20,8,5487,2,39723
962,1,100,3,39724
221,8,5241,2,39725
333,1,22,0,39726
342,4,2138,0,39727
141,7,7184,2,39728
207,3,2628,0,39729
23,7,6442,2,39730
38,3,2016,0,39731
101,3,727,0,39732
390,2,1116,0,39733
537,3,1638,3,39734
443,6,6786,4,39735
87,3,3699,0,39736
325,3,4279,4,39737
37,5,5565,1,39738
190,5,2912,0,39739
136,6,4661,1,39740
22,7,7899,2,39741
51,5,3814,1,39742
85,3,914,0,39743
481,3,2920,4,39744
99,8,5927,2,39746
649,3,4218,4,39747
633,3,3436,3,39748
914,3,2692,3,39749
202,7,6053,2,39750
130,5,1756,0,39751
1058,3,2156,3,39752
420,3,1407,0,39753
56,5,1659,0,39754
277,8,4138,1,39755
157,2,658,0,39756
5,7,3030,1,39757
9,8,12099,2,39758
633,1,1212,3,39759
368,4,4408,4,39760
25,7,3263,1,39761
200,4,4655,1,39762
768,5,4524,4,39763
106,4,3972,1,39764
852,3,2513,3,39765
140,5,3997,1,39766
241,5,3735,1,39767
62,4,682,0,39768
155,5,3254,1,39769
359,5,3034,4,39770
276,2,864,0,39771
188,4,1750,0,39772
61,5,2933,1,39773
134,4,2216,0,39774
431,6,3159,4,39775
762,4,4812,4,39776
25,5,3119,1,39777
199,4,2268,0,39778
237,8,7031,2,39779
606,7,3098,4,39780
165,6,5257,1,39781
320,2,152,0,39782
516,4,1562,4,39783
223,4,2769,0,39784
131,3,1293,0,39785
283,5,5664,1,39786
138,6,6229,1,39787
55,6,3218,1,39788
49,6,2451,1,39789
29,6,6214,1,39790
259,5,4715,1,39791
88,4,1390,0,39792
196,3,2430,0,39793
107,4,4968,1,39794
134,3,4226,0,39795
464,2,1002,3,39796
8,5,2470,0,39797
225,8,5324,2,39798
305,5,3064,4,39799
634,5,3093,4,39800
235,7,7277,2,39801
411,5,2736,4,39802
191,4,1633,0,39803
543,4,2178,4,39804
107,4,4096,1,39805
646,2,1770,3,39806
205,6,3359,1,39807
26,8,6179,2,39808
605,7,7245,4,39809
82,4,3148,0,39810
68,5,4544,1,39811
1091,1,1960,3,39812
184,7,3299,1,39813
270,4,3921,4,39814
53,6,4573,1,39815
117,3,3218,0,39816
137,6,4696,1,39817
565,2,392,3,39818
165,5,5100,1,39819
52,3,1088,0,39820
85,5,4945,1,39821
293,5,3078,4,39822
14,7,5234,1,39823
64,4,3240,0,39824
93,5,4450,1,39825
464,7,6720,2,39826
169,7,4298,1,39827
105,4,2980,0,39828
127,6,3793,1,39829
93,4,3720,0,39830
72,5,2961,1,39831
1106,1,1515,3,39832
154,4,1706,0,39833
180,4,3319,0,39834
151,6,3816,1,39835
183,9,6280,2,39836
248,3,4031,0,39837
295,6,5173,1,39838
18,5,6497,1,39839
353,5,4281,4,39840
325,6,3985,4,39841
283,6,5808,1,39842
186,7,4787,1,39843
30,7,5767,1,39844
370,6,2653,4,39845
255,3,3935,0,39846
1,6,4874,1,39847
42,4,2066,0,39848
98,7,6700,2,39849
804,4,2029,3,39850
106,4,2325,0,39851
105,4,4430,1,39852
47,6,5833,1,39853
477,2,964,3,39854
233,5,2409,0,39855
24,4,1609,0,39856
28,6,2898,1,39857
136,5,1696,0,39858
46,5,5523,1,39859
479,6,3306,4,39860
205,3,2440,0,39861
205,5,4408,1,39862
155,5,4393,1,39863
910,3,3948,3,39864
52,4,3586,0,39865
579,8,7024,2,39866
16,7,8330,2,39867
36,5,3499,1,39868
56,3,1061,0,39869
959,1,1410,3,39870
51,10,6317,2,39871
88,4,2385,0,39872
172,4,4445,1,39873
104,9,6446,2,39874
494,4,5148,4,39875
109,7,4318,1,39876
129,7,5756,1,39877
152,2,533,0,39878
174,3,2503,0,39879
271,3,2999,0,39880
132,4,4364,1,39881
52,6,4345,1,39882
454,3,1183,0,39883
327,9,7901,2,39884
33,10,7323,2,39885
361,4,2846,4,39886
488,3,911,3,39887
121,6,3689,1,39888
172,4,2662,0,39889
320,4,2161,0,39890
905,1,174,3,39891
371,3,775,0,39892
47,8,4278,1,39893
350,6,4305,4,39894
114,15,8505,2,39895
39,4,4599,1,39896
12,6,3687,1,39897
181,7,5919,1,39898
417,7,6161,2,39899
617,4,3505,4,39900
367,4,2419,0,39901
33,3,3039,0,39902
60,7,7124,2,39903
62,7,5095,1,39904
541,4,1701,4,39905
330,5,5118,4,39906
500,3,3441,4,39907
118,7,6389,2,39908
107,10,4399,2,39909
352,5,4406,4,39910
24,5,4003,1,39911
6,8,4376,1,39912
212,9,7000,2,39913
111,7,5317,1,39914
339,4,4235,4,39915
36,5,3725,1,39916
375,8,5864,2,39917
672,2,406,3,39918
35,5,2926,1,39919
179,4,1521,0,39920
136,4,4165,1,39921
68,7,5048,1,39922
225,4,3785,0,39923
81,2,1030,0,39924
115,7,3980,1,39925
44,4,4555,1,39926
418,5,1745,4,39927
163,5,4246,1,39928
200,6,4943,1,39929
165,7,9179,2,39930
121,7,6406,2,39931
415,10,4429,2,39932
51,7,7304,2,39933
63,8,6567,2,39934
274,3,1639,0,39935
257,1,396,0,39936
354,4,1551,0,39937
140,4,1357,0,39938
190,4,2817,0,39939
3,6,3827,1,39940
1,7,4381,1,39941
204,8,6773,2,39942
653,3,2588,3,39943
799,2,2464,3,39944
268,7,6652,2,39945
243,4,2592,0,39946
260,7,5595,1,39947
111,2,524,0,39948
248,5,4407,1,39949
105,7,3897,1,39950
212,7,4698,1,39951
632,2,1705,3,39952
390,2,1703,0,39953
864,3,1788,3,39954
18,4,1700,0,39955
43,6,4928,1,39956
220,4,3640,0,39957
263,8,4148,1,39958
113,10,12057,2,39959
57,5,2853,1,39960
735,3,1250,3,39961
325,6,6290,1,39962
203,5,3274,1,39963
395,4,2340,4,39964
204,6,3083,1,39965
88,4,1934,0,39966
122,4,2195,0,39967
273,6,2157,1,39968
401,6,5980,4,39969
700,3,2963,3,39970
320,5,3437,4,39971
821,3,1612,3,39972
65,8,7561,2,39973
134,3,1429,0,39974
394,4,3222,4,39975
109,6,6000,1,39976
63,7,3198,1,39977
103,10,4444,2,39978
56,3,2496,0,39979
343,8,8103,2,39980
99,4,2917,0,39981
499,5,3843,4,39982
357,8,5606,2,39983
332,1,484,0,39984
33,5,5453,1,39985
200,6,4049,1,39986
66,4,3930,1,39987
1057,1,776,3,39988
11,8,8486,2,39989
924,2,1046,3,39990
180,4,3940,0,39991
89,8,6482,2,39992
71,11,9478,2,39993
185,7,5999,2,39994
155,7,3101,1,39995
223,3,2284,0,39996
262,2,310,0,39997
759,6,5147,4,39998
229,5,2898,0,39999
15,4,2044,0,40000
316,3,1959,0,40001
109,5,2690,0,40002
302,2,2720,0,40003
193,4,1437,0,40004
524,4,3308,4,40005
512,2,1033,3,40006
68,7,4484,1,40007
213,8,8260,2,40008
478,4,942,0,40009
472,3,2192,4,40010
24,6,3265,1,40011
18,7,6391,2,40012
55,5,4632,1,40013
188,7,4176,1,40014
320,5,3780,4,40015
273,9,6998,2,40016
304,4,1783,0,40017
210,7,4621,1,40018
33,5,3141,1,40019
92,8,2963,1,40020
47,5,3465,1,40021
219,4,1648,0,40022
104,4,3816,1,40023
120,13,13565,2,40024
401,5,2704,4,40025
219,4,3271,0,40026
101,3,2255,0,40027
64,6,3788,1,40028
295,3,1311,0,40029
464,5,3180,4,40030
183,2,1454,0,40031
334,7,5474,1,40032
170,4,1900,0,40033
220,6,5338,1,40034
4,6,3560,1,40035
29,10,7792,2,40036
649,9,7704,2,40037
1322,2,1349,3,40038
77,5,7036,1,40039
453,5,5941,4,40040
367,4,5100,4,40041
60,5,6953,1,40042
81,8,4642,1,40043
256,4,3166,0,40044
424,3,1034,0,40045
166,5,5217,1,40046
37,6,4436,1,40047
323,6,3501,4,40048
14,5,1551,0,40049
96,4,4837,1,40050
125,4,3280,0,40051
249,5,4248,1,40052
247,6,6148,1,40053
4,4,1194,0,40054
331,7,6809,2,40055
40,3,3462,0,40056
144,9,8265,2,40057
161,6,3408,1,40058
50,3,2328,0,40059
98,3,4052,0,40060
577,3,2241,3,40061
480,4,2223,4,40062
43,8,6331,2,40063
121,10,9739,2,40064
595,3,1144,3,40065
224,5,3671,1,40066
522,2,250,3,40067
499,2,693,3,40068
258,5,4376,1,40069
85,7,5848,1,40070
265,6,5853,1,40071
162,9,8749,2,40072
119,12,9948,2,40073
198,5,3880,1,40074
554,7,7120,2,40075
656,3,2545,3,40076
267,6,5383,1,40077
292,9,8531,2,40078
510,2,1104,3,40079
4,3,1912,0,40080
152,7,5321,1,40081
265,8,4218,1,40082
168,4,3387,0,40083
32,4,3153,0,40084
313,5,5549,4,40085
189,5,3260,1,40086
211,3,2118,0,40087
190,10,3073,1,40088
4,5,5549,1,40089
456,6,3659,4,40090
54,9,7237,2,40091
521,6,3898,4,40092
134,5,3777,1,40093
58,3,1044,0,40094
275,7,5863,1,40095
610,2,1849,3,40096
793,4,1704,3,40097
792,1,47,3,40098
650,8,5477,4,40099
395,4,2401,4,40100
221,3,228,0,40101
123,9,8034,2,40102
691,8,4590,4,40103
385,5,8098,2,40104
205,4,2253,0,40105
189,6,3656,1,40106
179,8,4275,1,40107
693,2,1146,3,40108
59,3,1441,0,40109
264,5,2761,0,40110
276,6,5743,1,40111
72,6,6242,1,40112
1,4,2266,0,40113
776,7,6488,4,40114
511,4,2836,4,40115
304,6,6066,1,40116
213,6,5668,1,40117
152,8,4089,1,40118
674,3,1412,3,40119
23,6,5044,1,40120
670,2,848,3,40121
1,5,3691,1,40122
86,6,4604,1,40123
53,8,6256,2,40124
165,7,4860,1,40125
49,5,3073,1,40126
139,6,3092,1,40127
154,10,5455,2,40128
45,4,2540,0,40129
600,5,5970,4,40130
365,9,5011,2,40131
271,4,2265,0,40132
54,2,329,0,40133
306,1,864,0,40134
222,3,5280,1,40135
370,1,602,0,40136
916,1,1905,3,40137
17,4,4912,1,40138
530,7,6529,4,40139
26,4,3186,0,40140
441,6,4147,4,40141
493,5,1875,4,40142
59,6,5390,1,40143
70,5,4387,1,40144
175,6,5731,1,40145
55,7,4190,1,40146
27,4,811,0,40147
293,4,1837,0,40148
38,5,4336,1,40149
139,3,1159,0,40150
185,9,4197,1,40151
453,5,3438,4,40152
494,5,5438,4,40153
244,7,10128,2,40154
142,5,5945,1,40155
114,5,3302,1,40156
368,4,3014,4,40157
96,6,6991,2,40158
70,7,3392,1,40159
15,6,8045,2,40160
14,8,3232,1,40161
57,7,2670,1,40162
54,7,5319,1,40163
148,3,2991,0,40164
97,7,3494,1,40165
251,6,2765,1,40166
140,8,6427,2,40167
225,9,5293,2,40168
30,6,6208,1,40169
21,1,1895,0,40170
9,5,2640,1,40171
232,5,3760,1,40172
34,8,8884,2,40173
148,6,5180,1,40174
396,2,985,0,40175
492,2,1468,3,40176
113,6,3959,1,40177
1156,4,1906,3,40178
71,7,5751,1,40179
87,10,9838,2,40180
152,5,2011,0,40181
303,6,3134,4,40182
34,8,8347,2,40183
23,4,3094,0,40184
1138,2,1724,3,40185
261,2,1012,0,40186
38,7,2865,1,40187
294,6,3670,1,40188
537,2,2310,3,40189
498,3,4075,4,40190
1305,1,418,3,40191
757,5,3702,4,40192
290,5,5193,1,40193
190,6,4079,1,40194
290,4,4263,4,40195
200,5,5019,1,40196
240,5,3469,1,40197
125,6,4645,1,40198
423,5,1622,4,40199
431,4,4092,4,40200
96,3,1234,0,40201
2,10,8165,2,40202
337,6,4634,4,40203
48,6,2559,1,40204
408,2,782,0,40205
7,8,7801,2,40206
567,4,1523,3,40207
476,7,5745,4,40209
8,5,2481,0,40210
268,5,4048,1,40211
526,7,6868,2,40212
80,5,4127,1,40213
414,5,3070,4,40214
250,2,1961,0,40215
40,6,6148,1,40216
444,3,3370,4,40217
73,4,4307,1,40218
185,4,1446,0,40219
413,6,3000,4,40220
5,12,12165,2,40221
578,4,1893,4,40222
317,3,2111,0,40223
48,7,4899,1,40224
291,7,3954,1,40225
72,4,2594,0,40226
43,8,6831,2,40227
634,3,2580,3,40228
254,6,4572,1,40229
39,6,5198,1,40230
388,7,3395,4,40231
144,5,5491,1,40232
11,9,8169,2,40233
155,6,5455,1,40234
147,7,5251,1,40235
212,4,2409,0,40236
88,5,4928,1,40237
61,5,2818,1,40238
250,5,1079,0,40239
488,5,3976,4,40240
247,7,7121,2,40241
21,4,1865,0,40242
37,9,7730,2,40243
273,4,3842,4,40244
136,5,3156,1,40245
157,6,4634,1,40246
565,2,2160,3,40247
444,4,4049,4,40248
80,7,3068,1,40249
53,7,7324,2,40250
111,9,5983,2,40251
320,4,4322,4,40252
272,8,8709,2,40253
786,3,2040,3,40254
884,3,1440,3,40255
764,3,3330,3,40256
458,4,2350,4,40257
879,3,1986,3,40258
624,5,2677,4,40259
191,5,4304,1,40260
215,8,6717,2,40261
57,8,4977,1,40262
146,7,5683,1,40263
91,4,1853,0,40264
247,8,6354,2,40265
533,2,2137,3,40266
2,4,2031,0,40267
264,6,2889,1,40268
106,5,3997,1,40269
516,2,1510,3,40270
183,8,9633,2,40271
38,11,8601,2,40272
206,3,2008,0,40273
15,9,10211,2,40274
580,3,2648,3,40275
594,4,2399,4,40276
273,9,7725,2,40277
122,5,2392,0,40278
5,3,1176,0,40279
223,6,2300,1,40280
136,7,6645,2,40281
367,7,6967,2,40282
155,4,5402,1,40283
927,1,879,3,40284
287,3,1737,0,40285
173,10,7235,2,40286
140,1,92,0,40287
112,4,1814,0,40288
211,3,1632,0,40289
90,6,6685,1,40290
156,7,4390,1,40291
32,6,2927,1,40292
3,9,6520,2,40293
209,8,3968,1,40294
327,2,1100,0,40295
8,4,3691,1,40296
106,9,11749,2,40297
16,6,3233,1,40298
96,5,4421,1,40299
224,4,4870,1,40300
324,1,480,0,40301
1169,2,1188,3,40302
650,4,4388,4,40303
19,5,1305,0,40304
164,6,4522,1,40305
76,4,6577,1,40306
467,3,2510,4,40307
1059,2,1406,3,40308
1028,2,486,3,40309
785,4,4327,4,40310
1061,3,599,3,40311
225,4,2836,0,40312
12,9,4683,2,40313
853,2,337,3,40314
190,2,902,0,40315
152,5,3902,1,40316
256,4,3488,0,40317
72,5,6941,1,40318
1064,2,542,3,40319
99,7,5332,1,40320
41,6,4282,1,40321
271,6,1904,0,40322
425,4,4097,4,40323
500,6,5752,4,40324
319,5,2702,4,40325
105,5,4106,1,40326
45,7,2961,1,40327
280,6,2934,1,40328
202,7,5004,1,40329
239,4,3185,0,40330
183,3,1304,0,40331
160,5,6188,1,40332
413,8,9598,2,40333
212,9,8572,2,40335
555,3,2029,3,40336
312,3,1245,0,40337
54,7,7850,2,40338
86,5,5112,1,40339
937,2,783,3,40340
7,8,4740,1,40341
80,5,4469,1,40342
54,4,2050,0,40343
12,4,3476,0,40344
159,6,7742,2,40345
1350,1,808,3,40346
140,4,5532,1,40347
48,6,4021,1,40348
736,3,1256,3,40349
156,6,4263,1,40350
165,6,4636,1,40351
799,5,2907,3,40352
1093,2,1289,3,40353
208,6,2781,1,40354
57,2,2151,0,40355
219,5,3975,1,40356
